generation,model_idx,parent_id,fitness,improved,success_rate,sigma,WinReward,InvestReward,InvestDecay,AntiSpend,SavingsWeight,CombatScale,GadgetUpgrade,GadgetUse,BoardShaperStart,BoardShaperEnd
16,4,5,0.54333,1,0.4286,0.3,12488.762736,7877.364704,498.690311,394.390422,0.100978,1.300918,1769.559131,23.312864,348.01193,5.154004
16,5,1,0.5,0,0.4286,0.3,10875.42179,1072.725667,569.553657,312.885379,0.116398,0.460194,983.129827,56.956637,218.190578,17.374126
16,6,0,0.44667,0,0.4286,0.3,30238.149656,8565.548312,616.163986,425.964957,0.111141,0.475673,3779.013713,13.747377,312.35447,6.166115
17,0,4,0.48667,0,0.1429,0.3,12488.762736,7877.364704,498.690311,394.390422,0.100978,1.300918,1769.559131,23.312864,348.01193,5.154004
17,1,0,0.50667,0,0.1429,0.3,37318.513109,7485.391484,452.983902,663.818084,0.114213,0.418993,3675.811809,15.168202,221.590529,7.172334
17,2,2,0.50667,0,0.1429,0.3,15842.144431,1700.229823,783.26502,204.585148,0.098804,0.426632,1796.442414,40.421459,249.410114,12.098955
17,3,4,0.52667,0,0.1429,0.3,16786.872753,10773.745452,442.62994,364.260835,0.146762,1.210323,1650.334213,21.596617,345.978384,6.430595
17,4,0,0.49,0,0.1429,0.3,31808.324241,7181.705185,609.074156,461.262738,0.073985,0.329796,4328.582237,14.545322,234.903283,10.149689
17,5,2,0.52,1,0.1429,0.3,19959.150536,2746.137554,1090.343709,148.220902,0.155241,0.543576,1318.124015,32.484611,346.845574,6.674492
17,6,4,0.52667,0,0.1429,0.3,15349.773255,14861.400811,555.168903,255.788707,0.110466,1.738753,1671.081521,15.494734,463.854215,5.322585
18,0,3,0.48,0,0.2857,0.3,16786.872753,10773.745452,442.62994,364.260835,0.146762,1.210323,1650.334213,21.596617,345.978384,6.430595
18,1,6,0.51,0,0.2857,0.3,15349.773255,14861.400811,555.168903,255.788707,0.110466,1.738753,1671.081521,15.494734,463.854215,5.322585
18,2,5,0.50333,0,0.2857,0.3,19959.150536,2746.137554,1090.343709,148.220902,0.155241,0.543576,1318.124015,32.484611,346.845574,6.674492
18,3,3,0.53,1,0.2857,0.3,20035.479493,10368.256891,306.710858,293.447709,0.099345,1.267671,1987.948543,22.647853,316.232686,5.745255
18,4,6,0.44333,0,0.2857,0.3,14864.240193,12994.776848,477.543913,342.250227,0.083588,2.029692,1373.090502,21.544603,440.045819,5.415889
18,5,5,0.49667,0,0.2857,0.3,18282.911204,2219.19237,1359.11143,223.274191,0.129726,0.582772,862.744231,49.639896,477.754444,7.502625
18,6,3,0.55,1,0.2857,0.3,16098.671568,11062.25108,460.932575,263.860773,0.147329,0.994581,967.092316,27.494656,433.096779,5.969455
19,0,6,0.45333,0,0.0,0.3,16098.671568,11062.25108,460.932575,263.860773,0.147329,0.994581,967.092316,27.494656,433.096779,5.969455
19,1,3,0.48,0,0.0,0.3,20035.479493,10368.256891,306.710858,293.447709,0.099345,1.267671,1987.948543,22.647853,316.232686,5.745255
19,2,1,0.48667,0,0.0,0.3,15349.773255,14861.400811,555.168903,255.788707,0.110466,1.738753,1671.081521,15.494734,463.854215,5.322585
19,3,6,0.50333,0,0.0,0.3,12028.599467,12091.895054,462.358755,254.061096,0.149262,1.026519,678.354077,37.982951,371.537953,6.823517
19,4,3,0.48667,0,0.0,0.3,22275.43239,7420.336208,327.655402,352.349856,0.096131,0.852471,2130.137361,19.275901,426.349714,6.115446
19,5,1,0.46667,0,0.0,0.3,18801.62015,24174.23851,461.928398,196.099963,0.118167,2.051058,1424.117757,18.398448,302.658994,3.419482
19,6,6,0.48333,0,0.0,0.3,34904.126963,10490.121299,581.228924,271.575163,0.152917,0.835014,1297.943275,20.307859,642.445333,6.824011
20,0,3,0.49333,0,0.4286,0.3,12028.599467,12091.895054,462.358755,254.061096,0.149262,1.026519,678.354077,37.982951,371.537953,6.823517
20,1,2,0.49333,1,0.4286,0.3,15349.773255,14861.400811,555.168903,255.788707,0.110466,1.738753,1671.081521,15.494734,463.854215,5.322585
20,2,4,0.45333,0,0.4286,0.3,22275.43239,7420.336208,327.655402,352.349856,0.096131,0.852471,2130.137361,19.275901,426.349714,6.115446
20,3,3,0.47667,0,0.4286,0.3,13601.551851,18730.40438,462.124765,321.976696,0.09516,0.917546,390.811446,73.714358,413.090942,3.169251
20,4,2,0.53333,1,0.4286,0.3,11536.248987,21165.922424,570.108961,400.099732,0.097541,1.264892,1436.314431,17.761193,398.127338,6.190482
20,5,4,0.54667,1,0.4286,0.3,21141.440757,10048.474726,205.981622,375.123904,0.087049,1.065815,2450.968947,17.050198,483.760361,4.015429
20,6,3,0.48333,0,0.4286,0.3,9343.353754,11586.333953,412.358276,171.183952,0.234584,1.034733,368.547793,45.041475,792.874327,12.665044
